活跃借记卡数量,活跃信用卡数量,活跃借记卡银行总和,活跃信用卡银行总和,活跃银行,拥有超过5张借记卡的用户数,拥有超过10张借记卡的用户数,拥有超过5张信用卡的用户数,拥有超过10张信用卡的用户数,拥有超过50张信用卡的用户数,拥有超过5家借记卡银行的用户数,拥有超过10家借记卡银行的用户数,拥有超过5家信用卡银行的用户数,拥有超过10家信用卡银行的用户数,拥有超过5家银行的用户数,拥有超过10家银行的用户数,独立用户数,短信条数,dt,prov
17076224,7861215,14178173,7192127,20505037,566451,477997,721390,488472,471989,482929,472322,655595,475033,820166,487750,12462171,12462171,2020/8/1,吉林
8308468,3482503,7365213,3349882,10517832,600845,593203,647604,593554,592803,593104,592803,635534,592888,667782,593139,8098710,8098710,2019/4/1,吉林
496097,143067,449416,131926,552642,73197,72492,73297,72476,72440,72584,72448,72832,72446,73745,72469,492856,492856,2019/11/1,西藏
23473142,7587458,20614615,7049385,26618737,695899,603164,799590,610275,597718,617297,598057,752551,601143,946723,613735,16298387,16298387,2019/11/1,重庆
20766119,15513342,18348787,14515156,31197739,1118182,1046036,1495751,1062493,1041097,1053270,1041075,1387554,1043982,1705200,1057225,17822005,17822005,2019/7/1,福建
4656561,1234854,3595065,1039416,4419960,140913,91500,119565,89856,88305,90399,88345,100709,88365,121824,89153,3016709,3016709,2020/4/1,青海
27562944,16429403,24296393,14595193,36356972,1219116,1018756,1419322,1050110,991516,1068496,997237,1284999,1009938,1673178,1051780,18811789,18811789,2020/6/1,北京
30498437,16972698,26753467,16149191,41056248,1999380,1916873,2241703,1923633,1910257,1919221,1910304,2172138,1913837,2416693,1923353,27788218,27788218,2019/4/1,浙江
19283933,7603213,17125645,7086875,23261420,845527,751382,937182,754717,744082,767525,744597,887463,746773,1100936,761412,14385363,14385363,2019/12/1,江西
33020257,12771841,29532606,11534260,37557744,672165,432701,766770,450079,421409,509185,423230,666538,430095,1075681,460828,19351928,19351928,2020/5/1,陕西
14473145,6385986,13302605,6141986,18918255,877854,866933,979400,868420,866309,867369,866315,955218,866636,1033366,867892,13986907,13986907,2019/4/1,广西
578818,173650,520797,159222,644261,101668,100475,101548,100463,100403,100645,100417,100909,100410,102247,100455,576249,576249,2020/2/1,西藏
62406788,16716645,52028744,15077988,64472064,1787523,1450213,1798158,1446274,1412085,1478460,1415313,1665170,1420366,2085025,1451261,40690606,40690606,2020/8/1,四川
18132767,10591728,16206983,9874812,25159136,1278500,1232758,1520919,1252230,1228371,1239697,1228696,1457870,1236160,1616019,1250046,16412790,16412790,2019/11/1,辽宁
4523132,1152713,4222020,1135158,5342551,887479,886528,886503,886464,886461,886490,886461,886461,886461,887113,886461,5365775,5365775,2019/3/1,内蒙古
32018377,18623278,28920409,17092818,43652970,1516231,1368279,1960603,1400837,1354294,1400779,1355995,1806778,1365650,2217075,1400790,25190948,25190948,2020/7/1,河北
68020614,33575121,54990788,30537233,80422012,2057280,1432982,2436777,1473805,1351556,1475498,1356098,2164757,1392713,3136670,1502505,41909554,41909554,2020/4/1,浙江
16256080,5525746,13937989,4997468,18001250,632530,572598,692794,575240,567833,579280,568190,651719,569136,757046,575622,12057012,12057012,2020/4/1,新疆
56672242,29249593,46772362,26857490,69468169,1972447,1577542,2405165,1611437,1528743,1598048,1530318,2192370,1555105,2904046,1624224,38581110,38581110,2019/11/1,浙江
27751252,8406210,22245818,7937982,28830134,1054071,894289,1030986,887385,881666,888875,881746,991277,882843,1115330,886595,20242552,20242552,2019/7/1,安徽
27689363,8830016,23952637,8124414,30657409,712651,556460,799715,565559,546654,582269,547687,737479,551912,998967,572507,17769088,17769088,2020/4/1,重庆
9607517,4271207,8755893,3876754,12040436,495051,475292,544185,476533,473957,477426,474021,514229,474181,578877,475720,8110703,8110703,2019/11/1,甘肃
29299503,11656642,26491011,10669826,34133541,589662,429794,717435,444889,422722,481837,423725,638406,429830,971517,452913,18264459,18264459,2020/1/1,陕西
66021796,32996942,53517370,30076540,78656456,2048799,1470767,2451448,1512470,1396149,1507854,1399893,2190359,1435524,3113562,1538497,41394509,41394509,2020/3/1,浙江
44830612,24340648,37935263,22651801,57484239,1839632,1614677,2228167,1633585,1589237,1622112,1589650,2078320,1601867,2556482,1636031,34380004,34380004,2019/7/1,浙江
21795120,6441122,19737374,6207463,25187175,1078831,1050672,1129246,1049657,1047948,1050989,1047959,1109977,1048301,1202455,1049827,18844064,18844064,2019/4/1,湖南
73920362,27854707,66662094,25767749,87718061,1828953,1423620,2166999,1461457,1383353,1525411,1385483,1980332,1410027,2941244,1502576,47231878,47231878,2019/10/1,江苏
48969783,12169258,34077455,11195544,42872351,1639500,882331,1051722,780643,761262,796882,762946,964808,765598,1263527,783245,26525950,26525950,2020/4/1,安徽
5982243,3203948,4929399,2945159,7360918,220963,182737,279704,186228,180635,185299,180719,253048,181622,329075,185797,4031392,4031392,2020/2/1,宁夏
25935069,15820907,22934678,14122746,34728624,1251668,1078114,1456255,1107983,1054804,1120045,1059467,1333054,1071879,1681730,1108582,18374245,18374245,2020/4/1,北京
16749155,7621698,15249100,7268008,21843536,868975,851236,1021074,854534,850106,852100,850115,983934,850834,1097642,853694,15390151,15390151,2019/5/1,广西
6898661,5306124,6073945,4843315,10362421,461849,430945,575258,443387,420932,432435,421668,534759,428660,616366,439505,6110813,6110813,2020/6/1,天津
8390392,3821072,7876203,3727786,11253528,1610956,1606267,1634955,1606059,1605773,1606166,1605778,1627779,1605799,1653816,1605941,10052991,10052991,2019/3/1,云南
13160976,5811956,11770988,5227485,16005880,450533,403440,515896,405264,399785,409175,400058,466070,400318,579681,404055,9887752,9887752,2020/6/1,甘肃
72827374,30991899,63573734,28668991,87985511,1423879,1030347,2064202,1073711,1000582,1103527,1002881,1813362,1018247,2845687,1101138,47906075,47906075,2020/7/1,河南
19083933,11328102,16984902,10536818,26515762,1265372,1210724,1530423,1234058,1205456,1218947,1205904,1460815,1215135,1638296,1232386,16922091,16922091,2019/12/1,辽宁
69386273,30112196,60796759,27955049,84702414,1422434,1077998,2062725,1118601,1052835,1141771,1054767,1830076,1068971,2788521,1142785,46710399,46710399,2020/5/1,河南
2840174,1558621,2518047,1502977,3842362,219070,215121,237437,215078,214795,215053,214797,232450,214822,249153,214990,2708029,2708029,2019/4/1,宁夏
18741127,11464265,16821086,10406140,25741279,1168418,1091064,1333057,1108815,1081354,1102887,1081906,1260115,1089551,1438422,1103982,15305205,15305205,2019/9/1,北京
21428198,13182027,19042727,11844153,29053792,1168301,1048779,1355069,1074697,1033798,1071902,1035631,1260684,1047253,1510100,1071861,16175612,16175612,2019/12/1,北京
71018714,30547579,62113972,28310809,86273364,1425297,1057633,2067219,1099941,1030396,1125858,1032474,1825896,1047338,2820203,1125547,47268455,47268455,2020/6/1,河南
3888547,3308186,3555805,3085218,6387501,487598,479842,557787,484849,477502,478951,477508,536779,479798,566228,482041,4460044,4460044,2019/6/1,天津
22111448,9201833,20479985,8893255,28785718,2296984,2280041,2358830,2281800,2278939,2280587,2278933,2335807,2279611,2408284,2280667,23310999,23310999,2019/3/1,江苏
16631335,6373606,14850471,5990280,20116440,853210,789857,926023,791234,785496,799190,785656,889590,786734,1047328,794394,13170346,13170346,2019/9/1,江西
10647391,2743421,9395867,2630400,11930165,1238174,1222993,1224396,1222261,1222235,1223507,1222248,1222574,1222235,1244438,1222271,9768660,9768660,2019/10/1,内蒙古
46988798,22363572,41497095,20766019,59942472,2248336,2101928,2631153,2120298,2078890,2110781,2079469,2481027,2089903,2904483,2117194,37954974,37954974,2019/8/1,江苏
19595513,9031649,17151099,8370325,24213896,1441267,1393873,1633287,1399291,1387843,1394219,1387923,1567626,1389403,1717635,1396532,16827135,16827135,2019/9/1,云南
17836847,9756982,13667910,8447738,20682579,1069753,954434,1088241,901752,878274,893561,878594,1002074,883508,1126072,893226,12941839,12941839,2019/8/1,上海
26700739,11775371,22453166,10758438,31195842,1349839,1233599,1603491,1247430,1219822,1237964,1220325,1501717,1224984,1751423,1245283,19694957,19694957,2020/4/1,云南
7257291,3518322,5727075,3191627,8267056,224083,152784,266173,156501,148767,157297,148933,232151,150095,329635,156303,4327353,4327353,2020/7/1,宁夏
44596043,12480957,37260768,11573570,46647663,1180022,937396,1213889,931652,916104,948770,916777,1128799,919509,1460985,935352,29384714,29384714,2019/12/1,湖南
64598099,34023990,57304016,31389945,85309589,1409482,1084203,2279273,1170023,1056739,1153087,1061910,2025479,1091678,2977457,1201215,45705371,45705371,2020/6/1,山东
22050417,8406387,19378125,7780062,25983529,850319,710285,922566,711333,697308,733839,698536,861894,700796,1124938,721289,15457901,15457901,2020/4/1,江西
30532259,12881800,26790658,11790066,36782072,1003682,882368,1336990,909544,874085,900070,874742,1222448,882730,1565985,912490,21965366,21965366,2020/7/1,广西
63453531,28252426,56070983,26395113,78822437,1397550,1136968,2018135,1172934,1119430,1184350,1120558,1818834,1132987,2643369,1190533,44596571,44596571,2020/1/1,河南
31918976,21807215,27648945,19862894,44169754,1044852,821580,1609114,871130,803461,861526,804815,1407231,816482,2028853,872266,21934233,21934233,2020/5/1,福建
17085123,10455562,15447126,9595578,23764637,1148025,1092037,1300525,1106096,1084945,1098464,1085184,1241434,1091425,1383271,1101785,14670577,14670577,2019/7/1,北京
54235669,18418208,48781861,16915936,61170067,988260,621251,1171752,653352,601372,739664,605277,1035613,617010,1720353,678703,31309378,31309378,2020/8/1,湖北
72136706,34692105,58115561,31424699,84120702,2069870,1352207,2399936,1391100,1256990,1407014,1262538,2105214,1301434,3179178,1425344,42979431,42979431,2020/6/1,浙江
14285844,6727521,12067304,6237234,17704829,586793,539625,729902,546645,536794,541168,536864,682249,538725,797798,545206,11391539,11391539,2019/12/1,吉林
7203390,5406601,6325454,4923758,10671778,450086,416563,564794,429293,405887,418458,406712,522407,413721,608700,425405,6244936,6244936,2020/7/1,天津
1362941,300514,1264535,292437,1538168,118703,118262,118906,118215,118210,118225,118210,118647,118210,119660,118214,1407366,1407366,2019/3/1,青海
14755811,12725497,13105006,11821264,23603828,801893,748256,1092879,759772,742027,755865,742615,996935,745018,1212055,755040,13388960,13388960,2020/3/1,山西
51622630,17717451,46659017,16374689,58718674,965039,656374,1174321,686015,640403,756396,643483,1053388,654707,1676591,708738,30586889,30586889,2020/4/1,湖北
9153460,4062018,8361504,3692303,11501586,504115,487166,549487,488153,486035,488890,486081,522066,486201,579284,487381,7884338,7884338,2019/10/1,甘肃
21484245,12479028,18949777,11531220,29252891,1248152,1167150,1532103,1194767,1158037,1179987,1159216,1448151,1170397,1669673,1194275,18009023,18009023,2020/4/1,辽宁
176767,41843,165849,40710,201806,39477,39430,39472,39426,39426,39429,39426,39460,39426,39510,39426,217440,217440,2019/3/1,西藏
6789969,3068186,6270574,2861595,8788760,458015,450634,487471,451076,450220,451190,450223,473087,450281,506373,450702,6378547,6378547,2019/6/1,甘肃
6087106,2747070,5642349,2578809,7941830,456812,451578,481126,451834,451282,451876,451284,469888,451324,496358,451592,5932594,5932594,2019/5/1,甘肃
26858351,19948774,23354358,18364213,39110534,1080398,936312,1623059,976001,925563,956282,925993,1457624,935231,1940089,972122,20383869,20383869,2019/12/1,福建
23917178,8546235,20198740,7874451,27223312,658455,547533,780416,558422,542205,557071,542632,718658,545309,921322,558642,16603289,16603289,2020/1/1,黑龙江
13717751,12215016,12200800,11392515,22383994,819207,774018,1093071,784244,768884,779532,769267,1006055,771492,1197228,779823,12935523,12935523,2020/1/1,山西
100609446,36722108,89473612,33491302,114574924,2204257,1202207,2317854,1285888,1122208,1528706,1129466,2049807,1189214,3646858,1373855,54109344,54109344,2020/1/1,江苏
30745984,8657062,26806525,8226812,33827958,1091271,1010949,1156725,1008186,1003424,1012306,1003474,1117487,1004417,1285535,1008888,23536589,23536589,2019/6/1,湖南
95275625,34928059,85146301,31986737,109442906,2074533,1211154,2260278,1289321,1142540,1486033,1148034,2014729,1202618,3476014,1369668,52749769,52749769,2019/12/1,江苏
30303375,21195122,26336682,19394206,42663840,1067248,872998,1625112,918946,857699,906255,858755,1437664,869655,2016281,919242,21506387,21506387,2020/3/1,福建
30386924,9468315,26097930,8653722,33099953,702965,496924,764910,506434,483364,532616,484861,692447,489606,1002363,515826,18586360,18586360,2020/8/1,重庆
14123462,5004372,12261364,4574144,16081190,622906,584272,685979,586445,581050,587618,581196,653573,582011,735645,586382,11115731,11115731,2019/12/1,新疆
11823191,2179800,10812481,2125792,12798970,523469,517375,524350,517250,517219,517524,517219,522218,517222,539042,517257,10428752,10428752,2019/3/1,贵州
16764041,13838717,14806657,12741933,25953975,754068,680650,1082843,695654,671970,691918,672960,965369,675814,1228381,689627,14218175,14218175,2020/7/1,山西
29635692,8811335,23482091,8290343,30304840,1111119,916732,1063429,906738,900039,908993,900185,1018759,901432,1156866,905976,21017191,21017191,2019/8/1,安徽
5881204,4840538,5227114,4445604,9217520,503479,481818,610056,492768,474624,481612,474957,575402,481001,638958,488668,5677401,5677401,2020/1/1,天津
26734740,16112280,23605700,14349183,35531008,1235240,1049120,1438151,1079691,1023952,1094772,1029165,1309659,1041732,1677400,1080972,18593261,18593261,2020/5/1,北京
27520722,13196238,18583562,11107241,27474739,1310663,1023621,1206223,919088,870205,925599,874634,1058191,881608,1312317,909476,15358090,15358090,2020/4/1,上海
33924466,13010127,30273826,11718131,38376652,690912,430886,774916,448544,418399,514069,420412,669617,427402,1098059,459725,19602932,19602932,2020/6/1,陕西
20890438,9606351,18147145,8882288,25598950,1409271,1353591,1624485,1361079,1346618,1354463,1346715,1552381,1348724,1720227,1357987,17400009,17400009,2019/10/1,云南
47491847,25426184,39937854,23580694,60155074,1877025,1618446,2272513,1639103,1588445,1628249,1589030,2108730,1602943,2633505,1642629,35408951,35408951,2019/8/1,浙江
377989,109874,344846,102741,428958,59254,58930,59418,58921,58905,58963,58907,59153,58906,59636,58916,399160,399160,2019/7/1,西藏
6414506,5071625,5673305,4638068,9800271,489198,462361,599664,474116,453539,463343,454148,561787,460736,635651,470258,5886338,5886338,2020/4/1,天津
20267712,7407455,17375614,6872420,23574122,650320,589796,778727,598086,586969,595066,587123,730327,588854,874948,596654,15154905,15154905,2019/10/1,黑龙江
21769807,6752792,18216935,6464560,23692056,1031264,959791,1057357,958852,955968,959051,955974,1033372,956561,1115079,958358,17608078,17608078,2019/5/1,安徽
30493932,13918985,19950648,11570982,29083793,1318535,972665,1163597,849186,792821,861222,798534,993221,805419,1285123,838460,15818686,15818686,2020/7/1,上海
26537793,9638717,22257401,8842513,29988761,647408,488005,758375,500486,479364,504677,480347,684161,483452,938570,502677,17547149,17547149,2020/6/1,黑龙江
12109111,3152671,10576038,3016132,13464419,1342468,1316287,1318495,1314981,1314941,1317512,1315024,1315688,1314941,1350384,1315076,10637592,10637592,2020/2/1,内蒙古
41561871,11516512,35733405,10646755,45164579,1522181,1421131,1614359,1421940,1410207,1423664,1410464,1548462,1413061,1720949,1421096,32262761,32262761,2019/8/1,四川
64389981,41024273,58004689,38445628,92720364,4089572,3935325,5027831,3995314,3919876,3948426,3920070,4801992,3946114,5422242,3990671,59151242,59151242,2019/6/1,广东
10190246,2624425,9009997,2521859,11446647,1218767,1205678,1206752,1205061,1205036,1206033,1205044,1205284,1205036,1223632,1205054,9498532,9498532,2019/9/1,内蒙古
22551381,7256661,19867863,6768859,25674650,690975,609560,792158,615649,604767,621584,605019,749016,607578,928050,618206,15950933,15950933,2019/10/1,重庆
2329029,584229,2071256,553897,2570703,112185,110307,115782,110201,110129,110277,110129,113902,110130,119590,110187,2061155,2061155,2019/5/1,青海
7615182,3427943,6831677,3135985,9292215,144656,104785,208673,108476,102218,115310,102400,178929,103362,288766,108774,4977158,4977158,2020/4/1,海南
17978633,6775379,15566161,6333283,21335261,634914,596024,757497,602428,594118,598964,594180,717885,595506,831116,600634,14176553,14176553,2019/8/1,黑龙江
9500280,5092797,8888456,4880804,13311942,1196490,1189023,1229800,1190639,1188537,1189354,1188539,1218957,1189133,1247460,1189813,10599326,10599326,2019/3/1,北京
19668499,9312617,18000231,8910231,25919832,1213830,1196631,1367844,1200391,1195363,1198427,1195385,1330513,1196318,1442162,1199097,18576153,18576153,2019/5/1,湖北
21090567,7734351,18020108,7155630,24449626,655011,584670,787680,594102,581365,591074,581572,735172,583684,894620,592899,15487367,15487367,2019/11/1,黑龙江
10592534,3764495,9751521,3640450,13077205,752967,736949,783903,737174,736239,738801,736244,773601,736402,834652,737440,9776272,9776272,2019/4/1,江西
38477812,10615732,32633176,9930662,40852934,1118067,964103,1169663,958766,949734,967986,949993,1106769,951542,1348878,960140,27017782,27017782,2019/9/1,湖南
28402132,12410769,25015910,11417020,34798912,950530,852462,1280608,877042,845947,865790,846467,1176014,853581,1484258,878647,21112473,21112473,2020/5/1,广西
16237979,5645644,14002984,5446400,18732854,1045077,1015490,1079726,1015649,1014168,1015491,1014167,1064780,1014450,1113702,1015225,14759608,14759608,2019/4/1,安徽
53715330,28034997,44620039,25801155,66496488,1950719,1604257,2376581,1632425,1561853,1620712,1562979,2177179,1582755,2827081,1640515,37591083,37591083,2019/10/1,浙江
15834861,5784174,13892572,5472576,18927754,653943,630058,755472,634180,628932,631565,628931,727392,629733,814191,632852,13118575,13118575,2019/6/1,黑龙江
33412361,22397577,28859126,20315064,45632685,1020515,766874,1591404,820285,745704,813563,747333,1374870,759875,2039641,822282,22323543,22323543,2020/7/1,福建
81224678,51377349,72319957,47053453,113778515,4078457,3795765,5375990,3911520,3764835,3832653,3765998,4998602,3814591,5938779,3901483,67498421,67498421,2019/10/1,广东
432196,121781,392628,112979,482825,65881,65398,65992,65383,65361,65447,65366,65656,65362,66287,65376,442129,442129,2019/9/1,西藏
24890433,11782535,22454796,11087756,32075808,1181127,1144888,1399098,1152433,1141962,1150420,1142149,1335443,1143901,1507385,1150273,21571507,21571507,2019/8/1,湖北
14093523,8573017,12764449,8097941,20220909,1073444,1050258,1248361,1060197,1048068,1052829,1048119,1206521,1051673,1305614,1057683,13958676,13958676,2019/7/1,辽宁
727717,199084,652382,180610,784077,113423,111345,112703,111298,111218,111657,111235,111841,111229,113903,111292,672175,672175,2020/8/1,西藏
24713652,9056014,21612943,8312446,28557241,814097,631186,870282,631395,613368,663483,615047,796987,617655,1109170,643809,16430732,16430732,2020/8/1,江西
4490942,1200417,3497292,1021137,4319393,136810,92503,118997,91856,90581,92428,90614,102607,90636,122457,91346,2971840,2971840,2020/3/1,青海
2926108,2052310,2642450,1951062,4401145,218377,215161,250986,215499,214812,215315,214813,241183,214858,264243,215056,3080215,3080215,2019/6/1,海南
67711575,29726805,59443924,27641982,83107441,1413287,1092555,2057922,1132690,1069322,1151655,1071106,1832955,1085139,2749879,1154617,46126973,46126973,2020/4/1,河南
4992431,1614865,4691710,1569209,6148081,504321,502726,511023,502633,502570,502694,502570,508986,502575,516317,502608,5434024,5434024,2019/3/1,新疆
11535860,4181405,10219850,3850210,13504408,547551,526844,601821,527917,524924,528269,524981,578300,525334,632753,527334,9767503,9767503,2019/9/1,新疆
23131940,13119055,20291817,12063700,30982568,1186807,1086391,1478541,1115460,1074189,1101769,1075752,1384228,1087460,1638612,1116395,18616755,18616755,2020/7/1,辽宁
34627787,7578658,27883348,6871951,33585257,644105,368069,546185,367263,359550,392410,359856,483203,360590,766382,373376,19521066,19521066,2020/5/1,贵州
112645053,40267143,99109129,36286778,125550258,2587993,1192043,2445321,1277812,1074794,1678407,1088369,2113130,1154770,4087108,1391185,56727453,56727453,2020/5/1,江苏
56725660,25092389,50726319,23587677,71328802,1336415,1160592,1885062,1185436,1149578,1193706,1150045,1723179,1158020,2406870,1196862,41910485,41910485,2019/10/1,河南
120153943,42388084,105153137,38008386,132432507,2780613,1137235,2467353,1222270,994747,1729508,1011998,2097512,1082221,4311451,1350137,58437112,58437112,2020/8/1,江苏
6603317,3657297,6197496,3567348,9586619,1033218,1030217,1061221,1030665,1029992,1030223,1029989,1055273,1030144,1072852,1030377,8252250,8252250,2019/3/1,辽宁
29697370,6757126,24157700,6189663,29482561,570329,401398,547475,401649,396683,413498,396822,499131,397311,710179,405413,18006391,18006391,2019/12/1,贵州
2624156,1882907,2388232,1801935,4030721,226692,224464,254159,224700,224213,224536,224212,246437,224246,265498,224372,2897056,2897056,2019/5/1,海南
42456283,11457419,31093299,10603472,39576646,1399754,890408,1086625,840513,824437,849066,825327,1011660,828098,1261633,841634,25177477,25177477,2020/1/1,安徽
7820592,2701181,7159431,2575594,9466721,518452,512368,546155,512467,511791,512508,511793,537853,511875,563523,512307,7483203,7483203,2019/5/1,新疆
5035374,1323947,3829615,1087969,4678777,145965,89030,117861,84095,81030,83782,81094,94479,81103,118852,82086,3128810,3128810,2020/7/1,青海
29208843,12642333,25672314,11602135,35571282,989933,882951,1324525,908979,875753,897671,876327,1215325,883946,1536234,910702,21467355,21467355,2020/6/1,广西
23865566,14568259,21757321,13558855,33896097,1608462,1544344,1953047,1560087,1538495,1554283,1538865,1852198,1543220,2099658,1557461,21492216,21492216,2019/11/1,河北
24995829,15431198,22133269,13804913,33745706,1270266,1111733,1476574,1141014,1090802,1148200,1094434,1359355,1107033,1684412,1140209,18103280,18103280,2020/3/1,北京
35623513,10250004,27278242,9545515,34989873,1261264,929173,1110490,902514,890824,907708,891298,1048928,893436,1246176,902606,23124932,23124932,2019/11/1,安徽
14784474,5803613,13311698,5496063,18205742,798291,752975,867518,754089,750069,759278,750137,838865,750967,968491,756246,12242408,12242408,2019/7/1,江西
40678458,22731673,37045946,21532028,57008987,1593682,1510780,2122595,1532613,1504916,1522640,1505210,1999715,1511668,2423514,1533550,35451244,35451244,2019/7/1,山东
43105136,23798789,39109410,22457064,59846445,1606399,1507955,2173751,1533984,1500970,1523031,1501450,2037003,1509134,2501861,1535569,36698272,36698272,2019/8/1,山东
